Thương hiệu,Dòng xe,Năm đăng ký,Số Km đã đi,Tình trạng,Loại xe,Dung tích xe,Xuất xứ,Gia_trieu,Tuổi xe
Honda,Wave,2011,50000,Đã sử dụng,Xe số,100 - 175 cc,Nhật Bản,10.5,14
Honda,Wave,2007,30000,Đã sử dụng,Xe số,100 - 175 cc,Nhật Bản,8.3,18
Honda,Vision,2012,0,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,11.3,13
Honda,Vision,2020,18000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,22.99,5
Yamaha,Nouvo,2019,5000,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,6.6,6
Yamaha,Exciter,2015,9000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam,13.0,10
Yamaha,Sirius,2015,400000,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,9.9,10
Honda,Future,2015,50000,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,15.9,10
Honda,Wave,2012,1000,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,6.5,13
Honda,Wave,2007,0,Đã sử dụng,Xe số,50 - 100 cc,Việt Nam,2.7,18
Yamaha,Exciter,2010,80000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Nhật Bản,22.444,15
Honda,Vario,2020,24000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,29.0,5
Honda,Dream,2000,23456,Đã sử dụng,Xe số,50 - 100 cc,Nước khác,4.2,25
Yamaha,Janus,2019,20000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,12.0,6
Halim,Dòng khác,2019,1200,Đã sử dụng,Xe số,Dưới 50 cc,Hàn Quốc,7.0,6
Honda,Blade,2016,50000,Đã sử dụng,Xe số,100 - 175 cc,Nhật Bản,9.0,9
SYM,Attila,2008,20000,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,3.0,17
Honda,Wave,2006,23663,Đã sử dụng,Xe số,100 - 175 cc,Nhật Bản,7.2,19
SYM,Elizabeth,2008,50000,Đã sử dụng,Tay ga,100 - 175 cc,Đài Loan,3.0,17
Honda,Vision,2024,20000,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,32.0,1
Honda,Air Blade,2018,50000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,25.0,7
Yamaha,Mio,2023,5300,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,24.0,2
Honda,Air Blade,2019,30000,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,35.0,6
Honda,Dòng khác,2024,3000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Trung Quốc,39.0,1
Yamaha,Exciter,2017,1122,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,14.5,8
Yamaha,YB125,2019,1000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Nhật Bản,16.9,6
Honda,SH,2020,17000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,86.0,5
Honda,Air Blade,2017,31000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,21.0,8
Yamaha,Nouvo,2012,4,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,6.5,13
Yamaha,Nouvo,2012,120000,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,7.0,13
Honda,SH,2017,150000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,64.8,8
Honda,Wave,2014,23663,Đã sử dụng,Xe số,100 - 175 cc,Nhật Bản,8.0,11
Honda,Dòng khác,2016,300000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,35.0,9
Honda,Wave,2011,14000,Đã sử dụng,Xe số,50 - 100 cc,Việt Nam,8.0,14
Yamaha,Exciter,2006,5000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Nhật Bản,31.5,19
Honda,Dream,2015,40000,Đã sử dụng,Xe số,100 - 175 cc,Nhật Bản,12.9,10
Honda,Spacy,2005,123456,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,2.8,20
Honda,Wave,2023,17000,Đã sử dụng,Xe số,50 - 100 cc,Việt Nam,17.0,2
Honda,SH,2021,9500,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,81.0,4
Suzuki,Sport / Xipo,1998,100000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam,220.0,27
Honda,Vario,2021,10000,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác,40.0,4
SYM,Attila,2012,5000,Đã sử dụng,Tay ga,50 - 100 cc,Hàn Quốc,2.0,13
Piaggio,Vespa,2005,48000,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác,18.0,20
Honda,Lead,2025,116,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,44.8,0
Honda,Lead,2020,6792,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,30.0,5
Honda,Vision,2020,999999,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,19.8,5
Honda,SH,2012,33000,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác,89.0,13
Honda,CBR,2011,37000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Thái Lan,22.0,14
Honda,SH,2010,12345,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,110.0,15
Honda,Air Blade,2020,20000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,39.5,5
Piaggio,Vespa,2015,21394,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,34.0,10
Honda,Vision,2024,3000,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,31.0,1
Piaggio,Vespa S125,2013,30000,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,19.0,12
Honda,Dream,1999,17000,Đã sử dụng,Xe số,50 - 100 cc,Trung Quốc,6.0,26
Piaggio,Vespa,2009,29000,Đã sử dụng,Tay ga,100 - 175 cc,Đức,8.0,16
Honda,Air Blade,2020,60000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,33.8,5
Yamaha,Exciter,2019,0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam,31.5,6
Honda,Vision,2017,16000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,17.5,8
Honda,Wave,2004,0,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,24.5,21
Yamaha,Exciter,2020,40000,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,25.0,5
Honda,Future,2013,65000,Đã sử dụng,Xe số,100 - 175 cc,Nhật Bản,11.5,12
Suzuki,Hayate,2009,50000,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,3.5,16
Yamaha,R,2019,11000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Nước khác,36.686686,6
Honda,Vision,2024,4000,Đã sử dụng,Tay ga,50 - 100 cc,Việt Nam,35.0,1
Honda,Click,2007,46000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,7.2,18
Honda,Vision,2024,5000,Đã sử dụng,Tay ga,50 - 100 cc,Việt Nam,35.0,1
Honda,Winner,2020,100000,Đã sử dụng,Tay côn/Moto,Trên 175 cc,Việt Nam,14.5,5
Honda,SH,2017,12,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,58.8,8
Piaggio,Liberty,2012,48385,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác,9.5,13
Honda,Air Blade,2017,6000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,23.0,8
Honda,Wave,2012,33920,Đã sử dụng,Xe số,100 - 175 cc,Đang cập nhật,8.5,13
Honda,Winner,2018,35000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Đang cập nhật,15.0,7
Honda,Winner,2018,35000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam,15.0,7
Honda,Wave,2008,29000,Đã sử dụng,Xe số,50 - 100 cc,Nhật Bản,17.8,17
Piaggio,Vespa,2016,30000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,26.0,9
Yamaha,Sirius,2016,445523,Đã sử dụng,Xe số,100 - 175 cc,Nhật Bản,7.5,9
Yamaha,Exciter,2017,40000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam,15.0,8
Honda,Air Blade,2015,100,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,22.0,10
Honda,SH,2011,59000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,80.0,14
Hãng khác,Dòng khác,2017,5000,Đã sử dụng,Xe số,100 - 175 cc,Trung Quốc,1.8,8
Yamaha,Exciter,2009,60000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam,60.0,16
Yamaha,Exciter,2012,12345,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam,22.0,13
Honda,Blade,2016,12345,Đã sử dụng,Xe số,100 - 175 cc,Nhật Bản,8.8,9
Honda,Wave,2019,20000,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,15.0,6
Honda,SH,2011,30000,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác,182.0,14
Yamaha,PG-1,2018,27000,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,20.0,7
Piaggio,Vespa,2021,15000,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác,48.0,4
Yamaha,Luvias,2011,900002,Đã sử dụng,Tay ga,100 - 175 cc,Trung Quốc,5.5,14
Hãng khác,Dòng khác,2002,12000,Đã sử dụng,Xe số,100 - 175 cc,Trung Quốc,8.0,23
Honda,PCX,2022,30000,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,66.5,3
Yamaha,Exciter,2009,123456,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam,59.6,16
Hãng khác,Dòng khác,2014,20000,Đã sử dụng,Tay ga,50 - 100 cc,Nhật Bản,3.0,11
Yamaha,Exciter,2017,2233,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Nước khác,42.0,8
Honda,SH,2022,10000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,80.0,3
Honda,Wave,2020,30000,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,13.0,5
Honda,Future,2002,26000,Đã sử dụng,Xe số,100 - 175 cc,Đang cập nhật,15.5,23
Honda,Vision,2012,12,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,11.8,13
Honda,SH,2020,50000,Đã sử dụng,Tay ga,Trên 175 cc,Nước khác,47.0,5
Honda,Dylan,2005,30000,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác,12.0,20
Honda,Shadow,2018,25000,Đã sử dụng,Tay côn/Moto,Trên 175 cc,Mỹ,205.0,7
SYM,Husky,1995,848,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Đang cập nhật,6.2,30
Yamaha,Exciter,2017,2345,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Nhật Bản,13.5,8
Honda,Future,2008,1234,Đã sử dụng,Xe số,100 - 175 cc,Nhật Bản,13.5,17
Yamaha,Exciter,2018,35000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Nhật Bản,16.5,7
Honda,Wave,2008,500000,Đã sử dụng,Xe số,100 - 175 cc,Thái Lan,8.8,17
Honda,Winner X,2023,35000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam,27.0,2
Honda,Winner,2017,35000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Nhật Bản,16.0,8
Honda,Air Blade,2017,81000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,20.5,8
Honda,SH,2017,11000,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,80.0,8
Yamaha,Exciter,2017,40000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam,20.8,8
Honda,Future,2009,99999,Đã sử dụng,Xe số,100 - 175 cc,Nhật Bản,60.0,16
Yamaha,Luvias,2011,30000,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,6.0,14
Visitor,Phoenix,2023,20000,Đã sử dụng,Xe số,100 - 175 cc,Đang cập nhật,27.5,2
Honda,Future,2015,25000,Đã sử dụng,Xe số,100 - 175 cc,Nhật Bản,22.0,10
Honda,Sonic,2020,300000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Nước khác,25.0,5
Piaggio,Vespa,2023,18000,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,65.0,2
Yamaha,Exciter,2011,40000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam,12.0,14
Honda,SH Mode,2021,6323,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,52.0,4
Honda,Future,2024,6000,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,33.5,1
Yamaha,Dòng khác,2022,31000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Đang cập nhật,45.0,3
Yamaha,Exciter,2013,60000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam,12.5,12
Hãng khác,Dòng khác,2023,2000,Đã sử dụng,Tay ga,50 - 100 cc,Việt Nam,16.0,2
Detech,Dòng khác,2022,15000,Đã sử dụng,Tay ga,50 - 100 cc,Việt Nam,15.0,3
Honda,SH,2008,24000,Đã sử dụng,Tay ga,Trên 175 cc,Nước khác,53.0,17
Honda,Wave,2009,40000,Đã sử dụng,Xe số,50 - 100 cc,Nhật Bản,10.0,16
Hãng khác,Dòng khác,2023,5000,Đã sử dụng,Tay ga,Dưới 50 cc,Việt Nam,15.0,2
Honda,Future,2022,96184,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,14.0,3
Honda,SH,2024,2500,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,76.0,1
Honda,Air Blade,2025,77465,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,10.0,0
Honda,Wave,2020,30000,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,8.5,5
Yamaha,Freego,2023,20000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,20.0,2
Honda,Air Blade,2024,500,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,36.0,1
Honda,Nova,1995,60000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Thái Lan,175.0,30
Piaggio,GTS,2004,100000,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác,10.0,21
Honda,Lead,2022,12000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,37.8,3
Honda,Cub,2001,15000,Đã sử dụng,Xe số,Dưới 50 cc,Nhật Bản,19.5,24
Honda,SCR,2008,10000,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,4.7,17
Honda,Winner,2018,79000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam,20.0,7
Honda,Lead,2017,40000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,25.9,8
Honda,Winner X,2020,26000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Nhật Bản,19.5,5
Honda,SH,2009,0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,107.0,16
Honda,Vision,2015,20000,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,16.8,10
Yamaha,Nouvo,2012,76000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,8.0,13
Honda,Air Blade,2013,112575,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,25.0,12
Honda,Dream,1996,9000,Đã sử dụng,Xe số,50 - 100 cc,Thái Lan,5.8,29
Honda,Winner X,2022,20000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Đang cập nhật,25.0,3
Honda,Wave,2017,123,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,12.5,8
Honda,Winner,2017,60000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Nước khác,21.0,8
Honda,SH,2008,55000,Đã sử dụng,Tay ga,Trên 175 cc,Nước khác,88.0,17
Yamaha,Exciter,2017,270000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam,18.5,8
Honda,Vario,2018,7000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,65.0,7
Honda,Lead,2015,10000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,4.5,10
Honda,Sonic,2019,18000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Nước khác,30.0,6
Honda,@,2009,49464,Đã sử dụng,Tay ga,Trên 175 cc,Hàn Quốc,25.0,16
Yamaha,Mio,2010,40000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,10.0,15
Yamaha,Nouvo,2010,111111,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,3.8,15
Honda,Air Blade,2014,103000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,14.8,11
Honda,Air Blade,2014,103000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,14.8,11
Honda,Wave,2003,200000,Đã sử dụng,Xe số,50 - 100 cc,Nhật Bản,13.8,22
Honda,Lead,2010,22,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,6.5,15
Honda,Winner,2020,46000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam,18.0,5
Yamaha,Exciter,2018,35000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Đang cập nhật,18.0,7
Honda,Wave,2012,72,Đã sử dụng,Xe số,50 - 100 cc,Việt Nam,8.5,13
Honda,SH,2022,8000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,85.0,3
Hãng khác,Dòng khác,2022,5000,Đã sử dụng,Xe số,50 - 100 cc,Thái Lan,19.0,3
Yamaha,Sirius,2008,10000,Đã sử dụng,Xe số,100 - 175 cc,Nhật Bản,8.0,17
Hãng khác,Dòng khác,2018,30000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam,55.0,7
Yamaha,Sirius,2021,10000,Đã sử dụng,Xe số,50 - 100 cc,Việt Nam,12.5,4
Honda,Wave,2002,999,Đã sử dụng,Xe số,50 - 100 cc,Nhật Bản,11.8,23
Yamaha,Sirius,2006,168,Đã sử dụng,Xe số,100 - 175 cc,Thái Lan,13.5,19
Honda,Wave,2015,9000,Đã sử dụng,Xe số,50 - 100 cc,Nhật Bản,10.5,10
Honda,SH,2010,40000,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác,90.0,15
Suzuki,Sport / Xipo,2000,30000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam,22.0,25
Aprilia,2015 RSV4 R APRC ABS,2008,20,Đã sử dụng,Tay ga,50 - 100 cc,Việt Nam,2.5,17
Piaggio,Vespa,2022,5000,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác,12.345678,3
Honda,SH,2010,50000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,110.0,15
Kawasaki,Z1000,2018,12000,Đã sử dụng,Tay côn/Moto,Trên 175 cc,Nhật Bản,238.0,7
Honda,Lead,2012,168,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,15.0,13
Honda,Lead,2012,168,Đã sử dụng,Tay ga,50 - 100 cc,Việt Nam,15.0,13
Honda,Dòng khác,2012,500000,Đã sử dụng,Xe số,100 - 175 cc,Nhật Bản,7.5,13
Honda,SH,2023,16000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,71.0,2
RebelUSA,Rebell,1999,100000,Đã sử dụng,Tay côn/Moto,50 - 100 cc,Nước khác,15.0,26
Yamaha,Sirius,2017,0,Đã sử dụng,Xe số,Không biết rõ,Việt Nam,9.0,8
Yamaha,Exciter,2017,270000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Nước khác,20.5,8
Honda,Wave,2007,2000,Đã sử dụng,Xe số,100 - 175 cc,Nhật Bản,8.0,18
Suzuki,Raider,2020,30000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam,21.0,5
Honda,Dream,1994,87000,Đã sử dụng,Xe số,50 - 100 cc,Thái Lan,16.5,31
Yamaha,Nouvo,2008,16000,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,4.25,17
Suzuki,GD,2018,70000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Nhật Bản,12.5,7
Honda,Winner,2016,56000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam,20.8,9
Yamaha,Exciter,2010,2222,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,17.9,15
Honda,Vision,2022,35000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,21.6,3
Yamaha,Exciter,2022,12000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam,14.5,3
Suzuki,Viva,2002,50000,Đã sử dụng,Xe số,100 - 175 cc,Nhật Bản,17.0,23
Yamaha,Exciter,2013,12345,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam,10.3,12
Honda,Wave,2000,0,Đã sử dụng,Xe số,50 - 100 cc,Trung Quốc,4.8,25
Honda,Future,2007,10000,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,60.0,18
Honda,Vision,2019,27000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,16.9,6
Honda,Winner,2017,19000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam,11.8,8
Honda,SH,2023,13000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,83.0,2
Yamaha,YAZ,2024,800,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Nước khác,480.0,1
Hãng khác,Dòng khác,2009,100000,Đã sử dụng,Xe số,100 - 175 cc,Trung Quốc,3.8,16
Honda,Wave,2018,39000,Đã sử dụng,Xe số,100 - 175 cc,Nhật Bản,13.3,7
Honda,Winner X,2023,31000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam,28.0,2
Honda,Dream,2016,50064,Đã sử dụng,Xe số,50 - 100 cc,Trung Quốc,1.7,9
Honda,Winner X,2023,31000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam,25.0,2
Honda,Vision,2017,20000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,15.5,8
Honda,SH Mode,2020,19000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Đang cập nhật,48.0,5
Honda,Vario,2022,6000,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác,41.0,3
Yamaha,Nouvo,2008,10000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,3.5,17
Yamaha,Nouvo,2012,537629,Đã sử dụng,Tay ga,Không biết rõ,Việt Nam,4.5,13
Yamaha,Luvias,2014,6789,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,3.5,11
Honda,Winner X,2021,2000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Nước khác,19.5,4
Honda,Wave,2007,100000,Đã sử dụng,Xe số,50 - 100 cc,Nhật Bản,9.0,18
Honda,Winner X,2024,2200,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam,33.5,1
Honda,Dòng khác,2019,1111,Đã sử dụng,Xe số,Dưới 50 cc,Nhật Bản,44.0,6
Honda,Wave,2005,20000,Đã sử dụng,Xe số,100 - 175 cc,Nhật Bản,32.5,20
Honda,Wave,1999,20000,Đã sử dụng,Xe số,100 - 175 cc,Thái Lan,8.0,26
Honda,Wave,2004,20000,Đã sử dụng,Xe số,100 - 175 cc,Nhật Bản,27.5,21
Yamaha,Mio,2016,0,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,5.5,9
Honda,SH,2012,14000,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác,216.0,13
Suzuki,Hayate,2012,25000,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,3.2,13
Suzuki,Hayate,2012,30000,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,3.6,13
Honda,Wave,2020,60000,Đã sử dụng,Xe số,100 - 175 cc,Nhật Bản,15.5,5
Yamaha,Exciter,2012,66666,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Nhật Bản,11.0,13
Honda,Blade,2019,72000,Đã sử dụng,Xe số,100 - 175 cc,Đang cập nhật,7.0,6
Honda,Air Blade,2012,80000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,11.0,13
Honda,Wave,2011,50000,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,8.49,14
Hãng khác,Dòng khác,2022,1000,Đã sử dụng,Xe số,Dưới 50 cc,Trung Quốc,8.9,3
Honda,Wave,2015,18000,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,10.5,10
Yamaha,Exciter,2012,0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam,11.2,13
Honda,Vision,2024,8000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,65.0,1
Yamaha,Nouvo,2010,30000,Đã sử dụng,Tay ga,100 - 175 cc,Đài Loan,3.8,15
Honda,Air Blade,2021,21000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,37.9,4
Suzuki,Axelo,2019,55555,Đã sử dụng,Xe số,100 - 175 cc,Nhật Bản,3.7,6
Hãng khác,Dòng khác,2007,12345,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,2.3,18
Hãng khác,Dòng khác,2010,60000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Trung Quốc,5.5,15
Suzuki,Raider,2017,50000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam,15.0,8
Honda,Air Blade,2019,50000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,28.0,6
Honda,Dream,2004,8386,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,2.6,21
Yamaha,Dòng khác,2009,100000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,3.0,16
Honda,Air Blade,2018,48700,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,18.5,7
Honda,Winner,2017,40,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam,13.8,8
Honda,SH,2022,36950,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,75.0,3
Yamaha,Nouvo,2011,8386,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,3.4,14
Honda,SH,2009,77000,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác,120.0,16
Honda,Air Blade,2016,28000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,18.3,9
Honda,Vario,2017,74000,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,61.0,8
Honda,Air Blade,2014,90000,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,18.5,11
Honda,Wave,2003,2000,Đã sử dụng,Xe số,50 - 100 cc,Nhật Bản,18.5,22
Yamaha,Nouvo,2007,99999,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,2.5,18
Honda,Vision,2019,27000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,18.8,6
Honda,Winner,2017,19000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam,12.8,8
Honda,SH,2013,500000,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,45.0,12
Yamaha,Exciter,2015,20000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam,14.0,10
Honda,SCR,2008,100000,Đã sử dụng,Tay ga,50 - 100 cc,Nhật Bản,5.5,17
Honda,Air Blade,2022,28055,Đã sử dụng,Tay ga,50 - 100 cc,Đang cập nhật,9.0,3
Yamaha,YAZ,2020,12345,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Nhật Bản,4.5,5
Yamaha,XSR,2024,2000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam,70.0,1
Yamaha,Exciter,2022,20000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam,31.5,3
